Timestamp,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
39145,-0.73,1.95,-0.43,-0.38,0.16,-0.93,27.76,44.86,-60.32
39173,-0.79,1.89,-0.43,-0.39,0.15,-0.95,28.51,44.86,-61.07
39201,-0.73,1.95,-0.49,-0.39,0.14,-0.94,28.51,43.06,-59.26
39230,-0.73,1.95,-0.43,-0.38,0.15,-0.95,28.06,43.06,-60.62
39259,-0.79,1.95,-0.37,-0.39,0.15,-0.94,28.21,43.51,-58.66
39287,-0.79,2.01,-0.43,-0.39,0.15,-0.95,27.76,43.06,-58.96
39316,-0.79,2.01,-0.43,-0.39,0.15,-0.94,29.11,42.61,-59.26
39348,-0.79,1.95,-0.43,-0.39,0.15,-0.95,28.21,42.16,-60.17
39376,-0.73,1.95,-0.49,-0.39,0.16,-0.94,28.66,43.21,-59.41
39405,-0.79,2.01,-0.43,-0.39,0.15,-0.94,27.76,42.61,-60.32
39433,-0.73,1.95,-0.43,-0.39,0.15,-0.94,29.86,42.61,-61.67
39461,-0.73,1.95,-0.37,-0.39,0.15,-0.93,28.66,42.46,-60.77
39490,-0.73,2.01,-0.43,-0.39,0.14,-0.95,28.06,43.06,-60.62
39519,-0.79,1.95,-0.43,-0.39,0.14,-0.94,28.21,43.51,-59.41
39547,-0.73,2.01,-0.37,-0.39,0.15,-0.95,27.31,42.01,-60.32
39579,-0.73,1.95,-0.37,-0.38,0.15,-0.96,28.66,43.96,-59.11
39607,-0.79,1.95,-0.43,-0.39,0.15,-0.93,27.31,43.81,-60.02
39636,-0.67,2.01,-0.43,-0.39,0.15,-0.95,28.21,42.91,-59.71
39664,-0.79,1.95,-0.43,-0.39,0.15,-0.95,28.06,42.61,-59.26
39693,-0.79,1.95,-0.37,-0.39,0.15,-0.95,27.91,43.21,-59.71
39721,-0.79,1.89,-0.43,-0.4,0.14,-0.93,28.96,42.91,-60.77
39750,-0.79,1.95,-0.37,-0.39,0.14,-0.94,27.91,44.26,-59.41
39782,-0.79,1.95,-0.37,-0.39,0.15,-0.95,29.41,43.51,-59.71
39810,-0.73,2.01,-0.43,-0.39,0.14,-0.95,28.96,43.51,-58.06
39839,-0.73,1.95,-0.43,-0.39,0.16,-0.93,27.91,43.51,-59.41
39868,-0.73,1.95,-0.43,-0.38,0.14,-0.95,28.21,42.46,-60.47
39896,-0.79,1.95,-0.43,-0.4,0.14,-0.96,28.96,43.21,-60.77
39925,-0.79,1.89,-0.43,-0.39,0.15,-0.94,28.51,42.31,-61.07
39953,-0.79,1.95,-0.43,-0.39,0.14,-0.93,29.11,42.61,-60.62
39982,-0.73,1.95,-0.43,-0.39,0.15,-0.94,27.91,42.91,-59.71
40013,-0.79,1.95,-0.43,-0.39,0.15,-0.93,28.21,42.16,-59.11
40042,-0.79,1.95,-0.37,-0.39,0.15,-0.93,28.06,42.61,-60.02
40070,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.21,42.46,-60.77
40099,-0.73,1.95,-0.37,-0.39,0.15,-0.93,28.51,42.01,-60.32
40127,-0.79,1.89,-0.37,-0.39,0.15,-0.95,28.81,43.06,-60.62
40156,-0.73,1.95,-0.3,-0.39,0.16,-0.94,27.91,43.21,-59.41
40184,-0.73,1.95,-0.3,-0.37,0.15,-0.95,29.86,42.61,-59.56
40216,-0.73,2.01,-0.43,-0.39,0.15,-0.94,28.21,43.21,-59.71
40245,-0.85,2.01,-0.43,-0.39,0.15,-0.94,29.11,43.06,-60.62
40273,-0.73,2.01,-0.43,-0.39,0.15,-0.94,29.71,43.51,-60.17
40302,-0.73,1.89,-0.43,-0.39,0.15,-0.94,29.11,42.61,-60.32
40330,-0.79,2.01,-0.43,-0.39,0.14,-0.95,28.21,42.46,-59.41
40359,-0.73,2.01,-0.43,-0.39,0.15,-0.94,27.91,43.21,-59.71
40387,-0.79,1.95,-0.43,-0.38,0.15,-0.94,28.51,43.36,-60.32
40416,-0.79,1.89,-0.43,-0.39,0.15,-0.94,27.61,43.51,-60.47
40448,-0.79,1.89,-0.43,-0.39,0.15,-0.93,27.91,45.76,-59.11
40476,-0.79,1.95,-0.43,-0.39,0.15,-0.94,27.31,43.36,-59.26
40505,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.81,44.11,-60.32
40533,-0.73,2.01,-0.3,-0.38,0.15,-0.93,27.91,43.21,-62.57
40562,-0.73,1.95,-0.3,-0.39,0.15,-0.95,27.91,43.51,-59.41
40590,-0.73,2.01,-0.37,-0.39,0.15,-0.95,28.66,43.21,-59.41
40619,-0.73,1.95,-0.43,-0.38,0.15,-0.95,27.01,43.36,-60.02
40651,-0.79,1.95,-0.3,-0.39,0.15,-0.94,28.21,42.91,-60.17
40679,-0.79,2.01,-0.37,-0.38,0.15,-0.94,27.61,43.51,-60.47
40708,-0.73,1.95,-0.43,-0.39,0.15,-0.94,28.51,43.36,-61.07
40736,-0.73,1.95,-0.43,-0.39,0.16,-0.95,28.51,43.06,-59.26
40778,-0.73,1.95,-0.43,-0.39,0.15,-0.95,28.66,42.91,-59.11
40806,-0.79,1.89,-0.43,-0.39,0.15,-0.93,28.21,45.01,-61.22
40835,-0.79,1.95,-0.37,-0.39,0.14,-0.95,29.11,43.06,-60.02
40863,-0.79,2.01,-0.37,-0.4,0.15,-0.94,26.71,42.61,-60.32
40895,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.66,43.51,-59.71
40923,-0.79,1.95,-0.43,-0.39,0.15,-0.95,27.91,43.96,-59.41
40952,-0.79,2.01,-0.43,-0.39,0.14,-0.94,28.66,44.71,-58.66
40980,-0.79,2.01,-0.43,-0.39,0.15,-0.95,30.01,43.51,-60.17
41009,-0.79,1.95,-0.37,-0.39,0.15,-0.95,29.56,43.81,-59.56
41037,-0.79,1.95,-0.43,-0.39,0.15,-0.95,26.86,43.21,-60.17
41066,-0.79,1.95,-0.43,-0.4,0.15,-0.94,30.31,44.86,-60.62
41098,-0.85,1.95,-0.43,-0.39,0.16,-0.97,28.06,42.01,-60.02
41126,-0.79,1.95,-0.43,-0.39,0.15,-0.93,29.86,44.11,-60.62
41155,-0.73,2.01,-0.43,-0.39,0.15,-0.95,29.56,43.36,-61.37
41183,-0.79,2.01,-0.43,-0.39,0.15,-0.94,28.66,42.91,-60.17
41212,-0.79,1.89,-0.43,-0.39,0.16,-0.94,26.41,43.51,-59.11
41240,-0.73,1.95,-0.3,-0.39,0.15,-0.94,28.66,43.21,-58.66
41269,-0.79,1.95,-0.43,-0.39,0.15,-0.93,27.16,42.91,-61.52
41297,-0.73,2.01,-0.37,-0.39,0.15,-0.94,28.96,43.96,-60.47
41329,-0.79,1.95,-0.37,-0.39,0.15,-0.95,29.56,44.11,-61.07
41358,-0.67,1.95,-0.37,-0.38,0.16,-0.94,28.21,44.71,-59.41
41386,-0.73,1.89,-0.43,-0.4,0.16,-0.94,29.41,43.21,-59.71
41421,-0.79,1.95,-0.43,-0.39,0.15,-0.94,30.46,42.91,-61.52
41450,-0.73,1.95,-0.43,-0.39,0.14,-0.94,27.61,43.96,-58.66
41478,-0.73,2.01,-0.43,-0.39,0.14,-0.94,28.51,44.11,-59.56
41507,-0.73,1.89,-0.43,-0.39,0.15,-0.93,29.11,42.61,-60.02
41539,-0.79,1.83,-0.49,-0.38,0.14,-0.94,28.21,43.21,-61.52
41567,-0.79,2.01,-0.43,-0.38,0.15,-0.94,29.71,44.71,-60.77
41596,-0.79,1.83,-0.43,-0.39,0.14,-0.94,27.76,44.11,-60.62
41624,-0.79,2.07,-0.43,-0.39,0.15,-0.94,27.16,43.21,-59.11
41653,-0.79,2.01,-0.43,-0.39,0.15,-0.95,28.66,43.96,-59.71
41681,-0.73,1.89,-0.49,-0.39,0.15,-0.94,29.41,44.26,-59.71
41710,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.06,43.81,-60.32
41738,-0.73,2.01,-0.43,-0.38,0.14,-0.93,28.06,43.81,-59.26
41770,-0.73,1.83,-0.49,-0.39,0.15,-0.94,28.96,42.91,-60.77
41799,-0.79,2.01,-0.43,-0.39,0.14,-0.93,28.06,44.11,-61.07
41827,-0.79,2.01,-0.43,-0.38,0.15,-0.94,29.56,44.41,-60.02
41856,-0.73,1.95,-0.49,-0.38,0.15,-0.96,27.76,42.01,-58.96
41884,-0.79,1.89,-0.43,-0.39,0.15,-0.93,26.86,44.26,-60.47
41913,-0.79,2.01,-0.43,-0.39,0.15,-0.94,29.11,43.36,-60.62
41941,-0.73,1.89,-0.43,-0.38,0.15,-0.94,26.41,43.51,-60.47
41973,-0.79,1.89,-0.43,-0.39,0.16,-0.93,27.31,42.31,-58.51
42002,-0.79,2.01,-0.43,-0.38,0.14,-0.95,28.06,43.06,-60.32
42030,-0.73,1.83,-0.43,-0.39,0.15,-0.93,28.81,42.31,-60.02
42059,-0.79,2.07,-0.43,-0.39,0.15,-0.94,28.81,43.81,-59.26
42087,-0.73,1.83,-0.37,-0.39,0.15,-0.94,28.81,44.86,-60.02
42116,-0.73,2.07,-0.37,-0.39,0.16,-0.94,27.31,42.31,-61.07
42144,-0.73,1.95,-0.43,-0.39,0.15,-0.95,27.16,43.96,-60.17
42173,-0.79,1.89,-0.37,-0.39,0.16,-0.93,27.16,43.51,-59.71
42204,-0.79,1.89,-0.37,-0.39,0.15,-0.94,27.61,43.96,-59.41
42233,-0.79,1.95,-0.43,-0.39,0.15,-0.93,27.61,43.21,-58.66
42261,-0.79,2.01,-0.43,-0.38,0.14,-0.95,27.76,44.41,-60.02
42290,-0.79,2.07,-0.37,-0.38,0.15,-0.94,29.71,44.26,-59.41
42318,-0.79,1.95,-0.43,-0.38,0.14,-0.94,28.81,43.81,-60.62
42347,-0.79,1.95,-0.43,-0.39,0.14,-0.94,29.41,42.16,-60.47
42375,-0.85,2.01,-0.37,-0.39,0.14,-0.94,28.51,44.11,-60.32
42408,-0.79,1.95,-0.43,-0.39,0.15,-0.95,28.51,43.06,-59.26
42436,-0.79,1.89,-0.43,-0.38,0.15,-0.94,28.21,42.91,-60.47
42465,-0.79,2.01,-0.43,-0.38,0.15,-0.95,28.06,43.36,-60.62
42493,-0.85,1.95,-0.43,-0.39,0.14,-0.93,28.21,42.16,-59.41
42543,-0.73,1.83,-0.49,-0.39,0.15,-0.94,27.61,42.16,-60.47
42572,-0.73,1.95,-0.49,-0.38,0.14,-0.94,27.91,43.51,-61.22
42600,-0.79,1.89,-0.37,-0.39,0.15,-0.94,27.31,42.31,-60.02
42629,-0.73,1.95,-0.37,-0.39,0.14,-0.94,27.91,44.71,-58.66
42660,-0.73,1.95,-0.43,-0.39,0.15,-0.95,27.76,42.31,-60.02
42689,-0.79,1.95,-0.43,-0.4,0.15,-0.94,27.31,44.11,-59.26
42717,-0.79,1.95,-0.43,-0.38,0.15,-0.93,28.51,42.61,-58.51
42746,-0.85,1.95,-0.43,-0.39,0.15,-0.94,27.31,43.81,-60.32
42774,-0.73,1.95,-0.43,-0.4,0.15,-0.93,28.51,43.36,-59.56
42803,-0.73,1.89,-0.43,-0.39,0.15,-0.94,27.76,44.41,-60.02
42831,-0.79,1.89,-0.43,-0.39,0.14,-0.94,28.06,44.86,-58.96
42860,-0.79,1.89,-0.37,-0.39,0.15,-0.95,27.76,42.01,-60.02
42886,-0.79,2.01,-0.43,-0.39,0.15,-0.93,28.51,44.41,-60.62
42915,-0.79,1.95,-0.49,-0.38,0.15,-0.95,27.76,42.61,-59.26
42943,-0.73,1.95,-0.37,-0.39,0.15,-0.94,28.06,43.81,-60.32
42972,-0.73,1.89,-0.43,-0.4,0.15,-0.94,27.61,43.51,-60.17
43000,-0.79,1.89,-0.49,-0.39,0.15,-0.92,28.96,43.51,-60.77
43029,-0.79,2.01,-0.43,-0.4,0.15,-0.94,27.91,45.01,-60.47
43057,-0.79,1.95,-0.37,-0.39,0.15,-0.93,28.66,42.46,-59.41
43089,-0.85,1.95,-0.43,-0.39,0.15,-0.95,26.71,43.81,-59.26
43118,-0.73,2.01,-0.3,-0.39,0.15,-0.95,29.11,43.36,-61.37
43146,-0.73,1.95,-0.37,-0.39,0.15,-0.94,28.06,43.36,-60.62
43175,-0.79,2.01,-0.3,-0.38,0.14,-0.95,27.91,42.91,-60.17
43203,-0.79,1.83,-0.37,-0.38,0.15,-0.92,29.11,43.81,-60.02
43232,-0.79,1.89,-0.49,-0.39,0.15,-0.94,28.51,43.81,-61.37
43260,-0.73,1.95,-0.43,-0.38,0.15,-0.94,28.21,44.26,-60.77
43289,-0.79,2.01,-0.43,-0.4,0.15,-0.94,27.31,43.36,-61.37
43321,-0.73,2.01,-0.49,-0.39,0.16,-0.95,28.21,43.21,-59.41
43349,-0.79,1.95,-0.43,-0.39,0.16,-0.94,29.11,43.36,-60.62
43378,-0.79,2.01,-0.43,-0.39,0.15,-0.94,28.06,43.36,-60.02
43406,-0.79,1.89,-0.43,-0.38,0.15,-0.94,27.76,44.86,-59.26
43435,-0.79,2.01,-0.49,-0.39,0.16,-0.94,26.86,43.21,-59.71
43463,-0.79,1.89,-0.43,-0.39,0.14,-0.94,27.61,45.01,-60.47
43492,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.81,43.06,-58.51
43524,-0.79,1.89,-0.43,-0.39,0.15,-0.94,27.76,43.36,-61.67
43552,-0.73,1.95,-0.37,-0.39,0.15,-0.94,29.11,42.61,-59.56
43581,-0.73,1.95,-0.43,-0.39,0.15,-0.94,28.81,43.36,-59.56
43609,-0.79,1.95,-0.43,-0.39,0.15,-0.94,27.01,42.61,-59.26
43638,-0.79,1.89,-0.43,-0.39,0.15,-0.93,27.31,43.36,-59.56
43666,-0.73,1.95,-0.37,-0.4,0.14,-0.95,29.11,44.41,-59.56
43695,-0.73,2.01,-0.49,-0.38,0.14,-0.93,28.21,43.21,-60.47
43723,-0.79,2.01,-0.43,-0.38,0.15,-0.94,27.61,42.91,-60.17
43755,-0.73,2.01,-0.43,-0.39,0.15,-0.94,28.06,43.06,-59.56
43784,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.21,43.96,-59.41
43812,-0.73,1.89,-0.43,-0.38,0.14,-0.94,28.51,43.06,-59.56
43841,-0.79,1.95,-0.49,-0.4,0.15,-0.93,27.91,43.96,-59.11
43869,-0.79,1.95,-0.37,-0.39,0.14,-0.95,27.76,43.81,-60.62
43898,-0.73,1.95,-0.37,-0.39,0.14,-0.94,28.51,43.81,-60.02
43926,-0.79,1.89,-0.37,-0.38,0.15,-0.94,28.51,43.36,-59.26
43958,-0.79,1.89,-0.43,-0.39,0.14,-0.93,27.16,45.01,-62.27
43987,-0.73,1.95,-0.37,-0.39,0.16,-0.95,28.81,43.06,-61.37
44015,-0.85,2.01,-0.43,-0.39,0.15,-0.94,29.56,43.81,-60.32
44043,-0.79,2.01,-0.43,-0.38,0.14,-0.93,27.61,43.96,-59.11
44072,-0.79,1.95,-0.43,-0.39,0.16,-0.94,28.81,43.36,-61.37
44100,-0.73,1.95,-0.43,-0.39,0.15,-0.93,28.81,43.36,-59.56
44129,-0.79,1.95,-0.37,-0.38,0.14,-0.96,28.81,43.36,-60.32
44157,-0.73,1.89,-0.43,-0.39,0.15,-0.94,29.41,43.51,-59.41
44189,-0.73,2.01,-0.43,-0.39,0.13,-0.95,27.31,42.31,-60.62
44218,-0.79,1.89,-0.49,-0.39,0.15,-0.94,28.21,44.26,-60.77
44246,-0.73,2.01,-0.37,-0.39,0.15,-0.93,28.51,43.81,-59.26
44275,-0.79,1.95,-0.43,-0.38,0.15,-0.94,28.21,43.21,-60.17
44315,-0.79,1.95,-0.43,-0.39,0.15,-0.93,27.01,42.61,-59.56
44343,-0.73,1.95,-0.43,-0.39,0.15,-0.94,27.76,42.61,-59.56
44372,-0.79,1.95,-0.43,-0.38,0.15,-0.94,27.16,43.21,-60.17
44413,-0.73,1.89,-0.37,-0.38,0.15,-0.93,27.91,43.96,-59.41
44443,-0.79,2.01,-0.37,-0.39,0.14,-0.94,27.91,42.46,-60.77
44474,-0.79,1.89,-0.49,-0.38,0.15,-0.94,27.76,43.06,-61.07
44505,-0.73,1.95,-0.37,-0.39,0.16,-0.94,28.21,44.71,-59.71
44535,-0.73,2.01,-0.43,-0.39,0.15,-0.93,27.76,43.06,-60.32
44566,-0.79,1.89,-0.43,-0.38,0.15,-0.93,28.06,44.41,-60.32
44596,-0.79,2.01,-0.43,-0.39,0.14,-0.94,27.76,43.36,-59.26
44627,-0.79,1.89,-0.43,-0.39,0.14,-0.94,28.21,42.16,-59.71
44661,-0.73,1.95,-0.43,-0.39,0.14,-0.95,29.56,43.06,-59.56
44692,-0.73,1.95,-0.43,-0.38,0.16,-0.93,29.41,43.51,-59.71
44722,-0.73,1.89,-0.43,-0.39,0.15,-0.95,27.31,43.81,-59.56
44753,-0.79,2.01,-0.37,-0.39,0.15,-0.94,29.11,44.41,-61.07
44783,-0.73,1.89,-0.37,-0.39,0.15,-0.94,28.06,43.06,-60.32
44814,-0.79,1.95,-0.37,-0.38,0.15,-0.94,28.06,43.81,-59.26
44845,-0.79,1.95,-0.37,-0.39,0.15,-0.94,26.41,43.51,-58.66
44879,-0.79,1.95,-0.43,-0.39,0.15,-0.95,27.01,41.56,-61.07
44909,-0.79,2.01,-0.43,-0.38,0.15,-0.95,28.06,42.61,-59.26
44940,-0.73,1.95,-0.43,-0.39,0.15,-0.93,28.51,43.81,-61.37
44971,-0.73,1.89,-0.37,-0.39,0.15,-0.94,28.06,42.31,-60.02
45001,-0.73,1.89,-0.43,-0.39,0.15,-0.94,29.56,43.06,-61.07
45032,-0.79,2.01,-0.43,-0.39,0.14,-0.95,30.31,43.36,-59.26
45063,-0.73,1.95,-0.43,-0.39,0.14,-0.95,29.11,44.11,-59.56
45100,-0.73,1.95,-0.43,-0.39,0.15,-0.94,28.96,42.91,-59.11
45134,-0.79,1.95,-0.49,-0.38,0.15,-0.94,28.06,41.56,-59.56
45165,-0.79,1.89,-0.49,-0.39,0.14,-0.94,26.86,45.31,-61.52
45195,-0.79,1.95,-0.37,-0.38,0.15,-0.93,29.11,43.06,-61.67
45226,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.51,43.36,-60.32
45256,-0.73,1.95,-0.43,-0.39,0.15,-0.94,29.11,43.06,-61.67
45287,-0.73,1.95,-0.43,-0.39,0.15,-0.95,29.11,44.41,-58.96
45318,-0.67,2.07,-0.37,-0.39,0.15,-0.94,27.16,44.26,-58.66
45352,-0.73,1.89,-0.49,-0.39,0.14,-0.94,29.56,44.86,-61.37
45383,-0.79,1.95,-0.37,-0.4,0.15,-0.94,28.51,42.61,-60.32
45413,-0.79,2.01,-0.43,-0.39,0.15,-0.93,28.66,42.91,-60.17
45444,-0.79,2.13,-0.3,-0.39,0.14,-0.95,29.41,43.96,-60.47
45474,-0.79,2.01,-0.49,-0.39,0.14,-0.93,27.91,43.21,-59.71
45505,-0.79,1.95,-0.43,-0.39,0.15,-0.93,29.11,43.06,-58.96
45536,-0.79,1.95,-0.49,-0.38,0.14,-0.94,27.31,42.61,-60.02
45566,-0.67,1.95,-0.43,-0.39,0.14,-0.93,28.66,40.96,-59.11
45601,-0.73,2.01,-0.43,-0.4,0.14,-0.94,27.61,43.21,-59.41
45631,-0.79,1.95,-0.37,-0.39,0.15,-0.93,27.61,43.96,-59.41
45662,-0.79,2.01,-0.37,-0.38,0.15,-0.94,26.71,43.06,-58.96
45693,-0.79,1.89,-0.43,-0.39,0.15,-0.94,28.66,45.01,-61.22
45723,-0.73,1.89,-0.43,-0.39,0.15,-0.94,27.76,43.36,-60.32
45754,-0.73,1.95,-0.43,-0.39,0.15,-0.94,29.41,42.91,-60.17
45784,-0.73,1.95,-0.3,-0.39,0.15,-0.93,28.21,42.46,-59.41
45818,-0.79,1.95,-0.43,-0.38,0.15,-0.94,27.16,43.96,-61.22
45849,-0.85,1.89,-0.43,-0.4,0.14,-0.94,27.76,44.86,-60.32
45880,-0.85,1.95,-0.37,-0.4,0.15,-0.94,28.81,42.61,-60.02
45910,-0.79,1.95,-0.37,-0.39,0.15,-0.94,28.81,44.11,-60.32
45941,-0.73,1.95,-0.43,-0.39,0.15,-0.93,28.96,42.16,-59.71
45972,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.96,43.51,-60.47
46002,-0.73,1.95,-0.37,-0.39,0.15,-0.94,27.91,43.96,-59.71
46033,-0.73,1.95,-0.37,-0.38,0.15,-0.93,28.96,42.46,-59.41
46067,-0.73,1.95,-0.37,-0.39,0.15,-0.95,28.81,44.11,-58.96
46098,-0.73,1.89,-0.43,-0.39,0.16,-0.94,28.21,44.26,-60.17
46128,-0.67,1.95,-0.43,-0.39,0.16,-0.95,27.16,43.21,-60.77
46185,-0.79,1.95,-0.43,-0.38,0.15,-0.93,28.21,43.21,-59.71
46216,-0.79,1.95,-0.49,-0.38,0.15,-0.94,27.61,43.51,-59.71
46247,-0.73,1.95,-0.43,-0.39,0.15,-0.94,27.76,44.11,-61.37
46277,-0.79,1.95,-0.37,-0.4,0.15,-0.93,28.66,43.96,-59.71
46311,-0.79,1.95,-0.43,-0.39,0.14,-0.94,27.01,43.81,-60.62
46342,-0.79,1.89,-0.43,-0.39,0.15,-0.93,27.61,43.51,-60.17
46373,-0.79,1.89,-0.43,-0.39,0.15,-0.93,28.21,43.21,-61.22
46403,-0.79,1.95,-0.43,-0.39,0.14,-0.95,28.06,43.36,-60.02
46434,-0.79,1.95,-0.37,-0.39,0.16,-0.93,28.66,42.46,-61.52
46464,-0.79,1.95,-0.43,-0.39,0.15,-0.95,27.91,42.16,-60.77
46495,-0.79,1.95,-0.43,-0.39,0.14,-0.95,28.66,42.91,-59.71
46526,-0.79,1.95,-0.37,-0.39,0.15,-0.95,27.76,42.61,-60.62
46560,-0.79,1.95,-0.37,-0.39,0.15,-0.94,28.51,42.61,-60.02
46590,-0.79,1.95,-0.37,-0.39,0.15,-0.94,28.21,44.71,-60.47
46621,-0.79,2.01,-0.37,-0.39,0.15,-0.94,27.01,43.06,-58.96
46652,-0.79,1.95,-0.37,-0.39,0.15,-0.95,27.61,41.71,-58.66
46682,-0.79,1.89,-0.37,-0.39,0.15,-0.95,29.56,42.01,-60.32
46713,-0.73,1.89,-0.37,-0.39,0.15,-0.92,28.21,42.91,-62.27
46744,-0.79,1.95,-0.43,-0.39,0.15,-0.95,27.76,44.41,-59.56
46774,-0.73,1.95,-0.43,-0.39,0.15,-0.93,30.31,43.06,-60.02
46803,-0.79,1.95,-0.43,-0.39,0.15,-0.94,27.91,44.26,-60.17
46833,-0.73,1.95,-0.43,-0.38,0.15,-0.94,28.51,44.11,-60.32
46864,-0.73,1.89,-0.49,-0.39,0.15,-0.93,27.76,43.36,-61.07
46895,-0.79,1.95,-0.49,-0.39,0.14,-0.94,28.51,44.11,-60.02
46925,-0.79,1.95,-0.49,-0.39,0.15,-0.94,27.61,44.26,-60.77
46956,-0.67,1.95,-0.37,-0.39,0.14,-0.94,28.81,42.61,-59.56
46987,-0.79,1.95,-0.43,-0.39,0.14,-0.94,28.21,45.01,-58.66
47021,-0.79,2.01,-0.37,-0.39,0.14,-0.94,28.81,41.56,-61.07
47051,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.66,42.91,-58.66
47082,-0.73,1.95,-0.43,-0.4,0.15,-0.94,28.81,44.11,-60.62
47112,-0.79,1.95,-0.43,-0.38,0.16,-0.94,27.76,43.36,-58.51
47143,-0.73,1.95,-0.43,-0.39,0.15,-0.94,28.66,42.16,-60.47
47174,-0.73,1.95,-0.37,-0.39,0.15,-0.95,27.91,42.16,-60.47
47204,-0.79,2.01,-0.43,-0.4,0.15,-0.96,28.06,42.01,-60.32
47235,-0.73,2.01,-0.43,-0.39,0.15,-0.95,28.51,42.61,-60.02
47269,-0.73,1.89,-0.43,-0.39,0.15,-0.92,28.21,42.91,-59.41
47300,-0.79,1.95,-0.43,-0.38,0.15,-0.94,28.51,43.36,-60.62
47330,-0.73,1.95,-0.37,-0.39,0.15,-0.93,27.16,42.46,-58.36
47361,-0.73,1.95,-0.43,-0.39,0.15,-0.95,28.51,43.36,-60.62
47392,-0.79,1.95,-0.43,-0.39,0.14,-0.94,28.21,43.21,-59.11
47422,-0.73,1.89,-0.43,-0.39,0.15,-0.95,27.61,42.46,-61.52
47453,-0.73,1.89,-0.43,-0.4,0.14,-0.94,27.91,43.96,-60.17
47487,-0.79,1.95,-0.43,-0.39,0.15,-0.93,27.91,42.91,-60.77
47517,-0.79,2.01,-0.43,-0.39,0.15,-0.95,27.91,43.96,-59.11
47548,-0.79,2.01,-0.43,-0.39,0.14,-0.94,28.21,42.91,-59.71
47579,-0.73,1.95,-0.37,-0.39,0.15,-0.93,27.31,43.06,-58.96
47609,-0.73,1.95,-0.37,-0.39,0.15,-0.95,27.91,43.21,-61.22
47640,-0.73,1.95,-0.43,-0.38,0.15,-0.93,28.21,43.21,-60.77
47671,-0.79,1.95,-0.37,-0.38,0.15,-0.94,28.66,43.96,-59.41
47701,-0.79,2.01,-0.43,-0.38,0.15,-0.94,27.61,44.71,-60.17
47735,-0.79,1.95,-0.49,-0.39,0.15,-0.94,27.76,42.61,-59.56
47766,-0.79,1.95,-0.43,-0.39,0.15,-0.94,28.81,44.11,-60.62
47797,-0.79,1.95,-0.43,-0.39,0.15,-0.93,28.21,43.21,-59.11
47827,-0.79,2.01,-0.49,-0.4,0.16,-0.94,28.51,42.61,-59.56
47858,-0.85,1.95,-0.43,-0.39,0.14,-0.95,28.21,43.21,-59.71
47888,-0.79,1.95,-0.49,-0.39,0.14,-0.93,28.96,42.46,-58.36
47919,-0.79,1.95,-0.49,-0.39,0.15,-0.94,28.21,42.46,-60.17
47953,-0.73,1.89,-0.43,-0.39,0.14,-0.94,28.51,44.86,-58.51
47984,-0.73,1.95,-0.49,-0.38,0.15,-0.93,27.91,43.51,-60.47
48014,-0.79,1.95,-0.49,-0.38,0.14,-0.94,26.11,43.21,-60.77
48052,-0.79,1.95,-0.37,-0.37,0.15,-0.93,29.41,43.96,-61.82
48082,-0.79,2.01,-0.43,-0.39,0.15,-0.95,27.91,43.96,-59.11
48113,-0.79,1.95,-0.43,-0.38,0.15,-0.95,28.51,43.81,-60.32
48143,-0.79,1.95,-0.49,-0.39,0.14,-0.94,29.41,42.46,-59.41
48174,-0.73,1.95,-0.43,-0.39,0.14,-0.93,27.16,43.21,-60.47
48208,-0.79,1.95,-0.43,-0.39,0.15,-0.94,29.56,43.36,-60.62
48239,-0.73,1.89,-0.43,-0.39,0.15,-0.93,29.71,43.21,-59.11
48270,-0.73,1.95,-0.37,-0.39,0.15,-0.94,27.91,42.91,-59.71
48300,-0.79,1.95,-0.49,-0.4,0.14,-0.94,28.21,43.96,-59.41
48331,-0.73,1.95,-0.43,-0.38,0.15,-0.95,27.16,43.96,-59.11
48362,-0.73,1.89,-0.43,-0.38,0.14,-0.93,27.91,43.96,-60.17
48392,-0.79,1.89,-0.43,-0.39,0.15,-0.93,27.76,42.61,-60.32
48426,-0.73,1.89,-0.43,-0.39,0.15,-0.95,27.31,42.61,-60.02
48457,-0.79,2.01,-0.43,-0.39,0.15,-0.94,28.06,44.41,-59.56
48488,-0.85,1.95,-0.43,-0.39,0.16,-0.94,28.21,42.91,-60.47
48518,-0.73,1.95,-0.43,-0.39,0.15,-0.94,28.21,42.91,-60.47
48549,-0.79,1.95,-0.37,-0.39,0.15,-0.95,27.31,44.86,-60.32
48579,-0.73,1.89,-0.37,-0.38,0.15,-0.94,26.86,42.91,-59.71
48610,-0.73,1.95,-0.37,-0.39,0.15,-0.93,28.06,43.06,-58.21
