Timestamp,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
5449,-0.98,-2.2,0.37,0.2,0.23,-1.01,626.99,417.38,-197.6
5478,-0.91,-2.2,0.37,0.2,0.23,-1.01,609.41,405.34,-197.77
5489,-0.85,-2.13,0.24,0.2,0.21,-1.0,618.61,392.73,-199.68
5518,-0.79,-2.26,0.24,0.19,0.23,-1.01,610.93,402.6,-196.56
5529,-0.91,-2.13,0.37,0.2,0.22,-1.01,624.23,405.15,-195.33
5558,-0.98,-2.2,0.24,0.19,0.22,-1.01,624.17,407.9,-195.23
5629,-0.98,-2.26,0.24,0.2,0.23,-1.01,618.38,399.8,-194.1
5639,-0.79,-2.2,0.3,0.19,0.23,-1.01,634.87,400.48,-204.97
5668,-1.04,-2.26,0.37,0.19,0.22,-1.02,610.93,402.6,-196.56
5679,-0.85,-2.26,0.3,0.2,0.22,-1.02,615.69,386.1,-194.54
5708,-0.98,-2.13,0.3,0.2,0.23,-1.01,613.86,407.91,-200.41
5719,-0.91,-2.26,0.24,0.19,0.23,-1.0,625.37,422.96,-196.05
5748,-0.98,-2.13,0.3,0.2,0.22,-1.0,621.14,410.71,-195.09
5759,-1.04,-2.2,0.24,0.2,0.22,-1.01,621.57,394.0,-201.01
5788,-0.85,-2.2,0.24,0.2,0.21,-1.01,615.41,409.06,-205.72
5799,-0.85,-2.13,0.24,0.19,0.23,-1.0,606.38,408.15,-197.63
5828,-0.91,-2.26,0.3,0.2,0.23,-1.01,616.88,401.16,-195.36
5839,-0.91,-2.13,0.3,0.19,0.22,-1.01,609.21,411.04,-192.24
5868,-0.79,-2.13,0.24,0.19,0.22,-1.01,613.67,414.89,-197.5
5879,-1.04,-2.26,0.3,0.19,0.23,-1.01,615.14,409.64,-189.71
5908,-1.04,-2.26,0.3,0.19,0.22,-1.02,634.66,398.31,-189.06
5919,-1.04,-2.13,0.37,0.2,0.22,-1.01,634.82,397.97,-198.4
5948,-0.98,-2.2,0.18,0.2,0.22,-1.02,615.25,409.4,-196.38
5959,-0.98,-2.13,0.24,0.19,0.22,-1.01,615.56,399.52,-203.39
5988,-0.98,-2.13,0.3,0.2,0.23,-1.01,609.27,408.28,-192.34
5999,-0.91,-2.26,0.3,0.19,0.21,-1.01,600.29,416.47,-198.58
6028,-0.91,-2.13,0.24,0.2,0.22,-1.01,621.15,414.65,-200.28
6039,-0.91,-2.2,0.18,0.2,0.23,-1.01,605.15,402.38,-205.81
6068,-0.91,-2.26,0.37,0.19,0.23,-1.02,609.32,405.53,-192.43
6079,-0.98,-2.13,0.3,0.2,0.22,-1.01,615.08,422.92,-202.56
6108,-0.91,-2.26,0.37,0.2,0.22,-1.01,606.09,417.98,-191.95
6119,-0.91,-2.2,0.37,0.2,0.22,-1.01,610.69,407.07,-187.07
6148,-0.98,-2.32,0.37,0.19,0.22,-1.01,627.16,414.38,-204.37
6159,-0.79,-2.2,0.24,0.2,0.22,-1.01,624.4,400.82,-200.81
6188,-0.91,-2.2,0.24,0.19,0.22,-1.02,618.39,406.35,-203.19
6259,-0.91,-2.26,0.12,0.2,0.22,-1.01,617.97,416.47,-189.51
6269,-0.85,-2.26,0.3,0.2,0.22,-1.01,627.09,410.6,-195.18
6298,-0.91,-2.2,0.24,0.2,0.22,-1.0,616.61,421.47,-203.97
6309,-0.85,-2.26,0.37,0.21,0.22,-1.01,606.37,410.8,-200.2
6338,-0.79,-2.32,0.3,0.2,0.22,-1.01,606.55,405.15,-204.4
6349,-0.98,-2.13,0.24,0.2,0.22,-1.01,609.21,405.77,-185.76
6378,-0.91,-2.2,0.37,0.19,0.22,-1.01,627.04,410.69,-192.51
6389,-1.04,-2.2,0.24,0.19,0.22,-1.02,610.75,409.58,-193.64
6418,-0.91,-2.26,0.12,0.19,0.22,-1.01,622.72,409.16,-199.16
6429,-0.98,-2.26,0.24,0.2,0.21,-1.01,606.4,405.49,-195.06
6458,-0.98,-2.26,0.37,0.19,0.22,-1.01,618.42,408.9,-208.43
6469,-0.91,-2.2,0.12,0.19,0.22,-0.99,609.56,407.65,-209.68
6498,-0.91,-2.13,0.24,0.2,0.22,-1.0,624.36,400.92,-198.14
6509,-0.98,-2.13,0.37,0.2,0.24,-1.02,615.61,399.42,-206.06
6538,-0.91,-2.26,0.18,0.2,0.23,-1.02,622.54,416.14,-196.25
6549,-1.04,-2.13,0.3,0.19,0.22,-1.01,624.32,404.95,-200.66
6578,-0.85,-2.2,0.37,0.2,0.22,-1.01,602.02,401.45,-195.14
6589,-1.04,-2.2,0.37,0.19,0.22,-1.0,591.54,405.77,-194.83
6618,-0.91,-2.2,0.37,0.2,0.21,-1.0,613.67,414.89,-197.5
6629,-0.98,-2.2,0.18,0.2,0.22,-1.0,624.11,410.65,-195.13
6658,-0.98,-2.2,0.18,0.2,0.24,-1.01,616.74,417.24,-206.78
6669,-0.98,-2.26,0.3,0.2,0.23,-1.01,618.28,406.59,-196.52
6698,-0.91,-2.13,0.37,0.19,0.23,-1.01,620.69,427.47,-187.83
6709,-0.85,-2.2,0.37,0.19,0.23,-1.01,618.14,413.47,-196.28
6738,-0.79,-2.26,0.3,0.19,0.22,-1.01,618.36,402.46,-196.67
6749,-1.1,-2.13,0.37,0.2,0.22,-1.01,607.77,409.64,-193.6
6778,-1.04,-2.26,0.3,0.2,0.22,-1.01,622.78,402.47,-194.07
6789,-0.91,-2.2,0.3,0.19,0.22,-1.02,606.39,417.34,-209.3
6818,-0.98,-2.13,0.24,0.19,0.23,-1.01,610.89,406.63,-199.08
6889,-0.98,-2.32,0.3,0.2,0.23,-1.02,621.29,407.76,-200.52
6899,-1.04,-2.13,0.18,0.19,0.23,-1.02,600.36,416.32,-202.58
6928,-0.98,-2.13,0.37,0.2,0.22,-1.0,604.86,406.94,-193.65
6939,-0.91,-2.13,0.18,0.19,0.22,-1.0,622.49,416.24,-193.58
6968,-0.91,-2.13,0.24,0.19,0.22,-1.01,613.98,405.01,-204.51
6979,-0.91,-2.26,0.3,0.19,0.23,-1.0,621.43,400.88,-200.76
7008,-0.85,-2.07,0.3,0.2,0.22,-1.01,627.13,410.5,-197.84
7019,-0.98,-2.26,0.12,0.2,0.21,-1.0,610.98,402.5,-199.22
7048,-0.98,-2.13,0.3,0.2,0.22,-1.01,609.34,421.27,-213.2
7059,-0.91,-2.2,0.3,0.2,0.22,-0.99,613.72,414.79,-200.16
7088,-0.85,-2.2,0.24,0.2,0.22,-1.0,610.71,413.61,-196.17
7099,-0.91,-2.26,0.18,0.2,0.21,-1.01,610.94,397.34,-190.08
7128,-0.98,-2.07,0.3,0.19,0.22,-1.0,621.2,407.96,-195.18
7139,-0.91,-2.26,0.37,0.19,0.22,-1.01,609.56,398.45,-198.01
7168,-0.91,-2.13,0.3,0.19,0.23,-1.01,611.16,396.85,-203.42
7179,-0.98,-2.2,0.24,0.2,0.22,-1.02,615.19,406.89,-189.81
7208,-1.04,-2.26,0.24,0.19,0.22,-1.01,609.51,407.75,-207.01
7219,-0.91,-2.26,0.18,0.19,0.23,-1.0,611.16,396.85,-203.42
7248,-0.85,-2.2,0.24,0.19,0.22,-1.0,622.98,402.03,-206.08
7259,-0.91,-2.26,0.3,0.2,0.22,-1.01,634.56,410.36,-197.96
7288,-0.91,-2.2,0.18,0.2,0.22,-1.01,622.69,415.8,-205.59
7299,-0.91,-2.07,0.37,0.2,0.23,-1.01,609.31,398.99,-183.34
7328,-0.98,-2.13,0.3,0.19,0.21,-1.0,616.68,401.6,-183.35
7339,-0.98,-2.26,0.3,0.2,0.22,-1.0,609.45,401.3,-195.25
7368,-0.79,-2.26,0.12,0.19,0.23,-1.01,624.07,410.75,-192.46
7379,-0.91,-2.2,0.43,0.2,0.22,-1.02,615.28,402.76,-189.95
7408,-0.91,-2.26,0.3,0.2,0.23,-1.0,630.12,406.46,-194.03
7419,-0.91,-2.26,0.24,0.2,0.21,-1.01,606.12,411.34,-185.52
7448,-0.85,-2.26,0.3,0.19,0.22,-1.0,610.95,409.14,-205.65
7518,-0.91,-2.2,0.18,0.21,0.23,-1.02,617.97,416.47,-189.51
7529,-0.91,-2.2,0.37,0.19,0.23,-1.02,610.96,406.49,-203.08
7558,-0.79,-2.26,0.24,0.2,0.21,-1.0,615.1,407.09,-184.47
7569,-0.85,-2.13,0.3,0.19,0.22,-1.01,615.42,406.4,-203.15
7598,-0.79,-2.2,0.24,0.2,0.21,-1.01,621.3,401.17,-192.76
7609,-0.91,-2.2,0.24,0.2,0.22,-1.01,614.11,400.78,-207.32
7638,-0.98,-2.26,0.12,0.19,0.24,-1.01,613.94,394.58,-188.89
7649,-0.91,-2.2,0.3,0.2,0.22,-1.01,624.26,407.71,-200.57
7678,-0.91,-2.2,0.3,0.2,0.22,-1.02,622.72,409.16,-199.16
7689,-0.91,-2.26,0.24,0.19,0.22,-1.02,616.69,414.73,-200.21
7718,-0.91,-2.2,0.43,0.2,0.22,-1.0,618.29,413.13,-205.62
7729,-0.85,-2.26,0.3,0.2,0.22,-1.0,627.49,400.52,-207.53
7758,-0.91,-2.13,0.24,0.19,0.22,-1.02,613.67,410.95,-192.3
7769,-0.85,-2.2,0.3,0.2,0.21,-1.01,615.06,416.38,-193.47
7798,-0.91,-2.26,0.24,0.2,0.22,-1.01,611.05,397.1,-196.75
7809,-0.91,-2.13,0.37,0.19,0.23,-1.01,606.35,414.78,-204.06
7838,-0.91,-2.32,0.3,0.2,0.23,-1.01,615.41,409.06,-205.72
7849,-0.91,-2.13,0.18,0.19,0.23,-1.0,618.03,416.32,-193.51
7878,-1.04,-2.13,0.43,0.2,0.22,-1.02,615.45,408.96,-208.39
7889,-0.85,-2.32,0.37,0.2,0.21,-1.01,602.07,401.35,-197.8
7918,-0.98,-2.2,0.24,0.2,0.22,-1.01,600.2,416.66,-193.24
7929,-0.91,-2.2,0.3,0.19,0.23,-1.02,623.07,392.64,-199.75
7958,-0.98,-2.2,0.18,0.19,0.23,-1.0,607.92,406.69,-199.03
7969,-0.91,-2.26,0.18,0.19,0.22,-1.01,621.09,417.4,-200.18
7998,-0.98,-2.13,0.3,0.19,0.23,-1.0,614.9,416.72,-184.13
8009,-0.85,-2.26,0.24,0.2,0.22,-1.01,616.64,414.83,-197.54
8038,-0.85,-2.26,0.3,0.2,0.22,-1.01,604.75,416.38,-198.65
8049,-0.91,-2.32,0.18,0.2,0.23,-1.01,624.27,410.31,-204.47
8078,-0.85,-2.2,0.37,0.2,0.22,-1.01,618.31,399.95,-190.09
8149,-0.91,-2.01,0.3,0.2,0.22,-1.02,606.71,394.28,-200.78
8159,-0.98,-2.13,0.3,0.2,0.22,-1.0,615.46,397.11,-194.15
8188,-0.91,-2.2,0.3,0.2,0.22,-1.02,606.64,401.02,-204.54
8199,-0.98,-2.26,0.3,0.19,0.22,-1.02,604.94,402.81,-193.8
8228,-1.04,-2.32,0.37,0.2,0.22,-0.99,613.83,405.35,-195.17
8228,-1.04,-2.32,0.37,0.2,0.22,-1.02,245.89,770.42,165.27
8273,-0.91,-2.13,0.24,0.19,0.23,-1.01,616.7,408.14,-192.45
8288,-0.91,-2.13,0.24,0.2,0.23,-1.01,607.79,416.18,-202.69
8303,-0.98,-2.26,0.37,0.19,0.22,-1.02,608.06,399.81,-199.28
8332,-1.04,-2.2,0.3,0.2,0.22,-1.01,625.72,412.99,-205.73
8343,-0.79,-2.26,0.37,0.2,0.22,-0.99,624.39,404.81,-204.67
8372,-0.85,-2.26,0.24,0.2,0.23,-1.01,615.19,402.96,-184.61
8383,-0.98,-2.2,0.37,0.2,0.22,-1.01,625.75,406.35,-199.3
8412,-0.85,-2.2,0.3,0.2,0.22,-1.02,604.81,413.63,-198.74
8423,-1.04,-2.26,0.18,0.19,0.23,-1.01,606.29,408.34,-192.29
8452,-0.98,-2.2,0.3,0.19,0.21,-1.01,624.26,398.51,-188.9
8463,-0.98,-2.2,0.18,0.19,0.22,-1.01,618.34,413.03,-208.29
8492,-0.79,-2.13,0.3,0.19,0.22,-1.0,604.99,402.72,-196.47
8503,-0.85,-2.13,0.3,0.19,0.22,-1.02,630.02,413.24,-196.46
8532,-1.04,-2.2,0.3,0.2,0.22,-1.01,613.8,410.66,-200.31
8543,-0.91,-2.13,0.37,0.2,0.22,-1.01,622.72,409.16,-199.16
8572,-0.98,-2.32,0.3,0.21,0.21,-1.01,621.54,400.64,-207.44
8583,-0.98,-2.2,0.37,0.2,0.23,-1.02,598.81,415.17,-197.27
8612,-0.91,-2.32,0.24,0.2,0.22,-1.02,618.23,406.69,-193.85
8623,-1.04,-2.2,0.24,0.2,0.23,-1.0,624.27,405.05,-197.99
8652,-0.91,-2.2,0.43,0.2,0.22,-1.01,615.22,416.04,-202.81
8663,-0.91,-2.2,0.24,0.19,0.23,-1.02,615.31,406.65,-196.48
8692,-0.91,-2.13,0.24,0.2,0.22,-1.0,621.3,414.3,-209.62
8703,-0.91,-2.2,0.18,0.2,0.22,-1.01,606.64,401.02,-204.54
8773,-0.98,-2.07,0.3,0.19,0.22,-1.01,622.51,422.78,-202.68
8789,-0.91,-2.2,0.3,0.2,0.22,-1.01,623.14,401.69,-215.42
8804,-0.79,-2.2,0.24,0.2,0.23,-1.0,618.37,397.2,-190.19
8833,-0.79,-2.2,0.37,0.19,0.23,-1.0,617.27,393.74,-210.28
8844,-0.98,-2.13,0.49,0.19,0.23,-1.01,615.31,406.65,-196.48
8873,-1.04,-2.26,0.18,0.2,0.23,-1.01,610.65,407.17,-184.4
8884,-0.85,-2.13,0.18,0.2,0.22,-1.01,613.8,410.66,-200.31
8913,-0.98,-2.26,0.24,0.19,0.21,-1.01,625.61,409.3,-193.87
8924,-0.85,-2.2,0.24,0.2,0.22,-1.01,629.91,418.75,-196.26
8953,-0.85,-2.2,0.24,0.2,0.23,-1.0,606.33,410.9,-197.53
8964,-0.98,-2.13,0.24,0.2,0.21,-1.0,621.3,401.17,-192.76
8993,-0.85,-2.2,0.3,0.2,0.22,-1.02,609.67,398.21,-204.69
9004,-0.91,-2.2,0.12,0.2,0.23,-1.02,613.8,410.66,-200.31
9033,-1.04,-2.2,0.3,0.2,0.23,-1.02,609.5,401.21,-197.92
9044,-0.85,-2.26,0.18,0.2,0.22,-1.0,615.4,399.86,-194.05
9073,-0.91,-2.13,0.3,0.2,0.22,-1.0,632.05,397.59,-210.36
9084,-0.98,-2.2,0.24,0.2,0.23,-1.0,621.34,401.07,-195.43
9113,-0.91,-2.2,0.37,0.2,0.23,-1.01,618.41,402.36,-199.34
9124,-0.85,-2.32,0.37,0.2,0.22,-1.01,607.73,418.93,-202.6
9153,-0.91,-2.2,0.3,0.19,0.22,-1.01,613.83,405.35,-195.17
9164,-0.98,-2.2,0.18,0.19,0.22,-1.01,613.75,401.56,-185.97
9193,-0.98,-2.26,0.24,0.19,0.23,-1.01,624.22,407.8,-197.9
9204,-0.98,-2.26,0.3,0.19,0.22,-1.02,610.8,406.83,-193.74
9233,-1.1,-2.2,0.37,0.2,0.23,-1.0,622.53,418.79,-198.82
9244,-1.04,-2.13,0.24,0.2,0.22,-1.02,621.34,401.07,-195.43
9273,-1.1,-2.13,0.3,0.2,0.23,-1.02,611.04,399.75,-199.32
9284,-1.04,-2.2,0.24,0.19,0.22,-1.01,624.27,401.12,-192.8
9313,-0.91,-2.2,0.18,0.2,0.22,-1.01,613.71,410.85,-194.97
9324,-0.91,-2.2,0.24,0.2,0.22,-1.01,638.99,407.71,-192.78
9394,-0.91,-2.26,0.3,0.2,0.22,-1.0,609.31,408.19,-195.0
9410,-0.91,-2.26,0.24,0.21,0.22,-1.01,598.95,408.29,-197.51
9429,-0.79,-2.38,0.24,0.2,0.23,-1.0,636.2,402.12,-196.94
9449,-0.91,-2.26,0.24,0.2,0.23,-1.01,618.38,399.8,-194.1
9469,-0.98,-2.2,0.3,0.19,0.23,-1.01,624.22,407.8,-197.9
9489,-0.98,-2.32,0.3,0.21,0.22,-1.01,601.9,414.87,-203.99
9509,-0.98,-2.26,0.3,0.2,0.22,-1.01,618.38,399.8,-194.1
9529,-0.85,-2.2,0.3,0.2,0.23,-1.0,618.36,402.46,-196.67
9549,-0.91,-2.26,0.3,0.2,0.23,-1.0,631.61,405.1,-192.77
9569,-0.91,-2.13,0.43,0.19,0.22,-1.01,618.43,397.05,-194.19
9589,-0.91,-2.32,0.43,0.19,0.22,-1.01,600.89,392.82,-206.08
9609,-1.04,-2.2,0.43,0.2,0.23,-1.01,609.41,405.34,-197.77
9629,-0.91,-2.32,0.24,0.2,0.22,-1.01,610.84,409.39,-198.98
9649,-0.98,-2.13,0.3,0.19,0.22,-0.99,618.59,396.71,-203.53
9669,-1.04,-2.2,0.3,0.19,0.22,-1.01,609.15,408.53,-185.66
9689,-0.91,-2.2,0.18,0.2,0.23,-1.01,613.92,405.15,-200.51
9709,-0.85,-2.26,0.24,0.2,0.21,-1.02,610.29,426.34,-186.39
9729,-1.04,-2.26,0.18,0.2,0.21,-1.0,634.56,410.36,-197.96
9749,-0.98,-2.13,0.37,0.2,0.22,-1.02,624.26,407.71,-200.57
9769,-0.91,-2.2,0.18,0.2,0.22,-1.01,615.45,399.76,-196.72
9789,-0.91,-2.26,0.37,0.2,0.23,-1.01,625.79,402.32,-196.78
9809,-1.1,-2.2,0.18,0.19,0.22,-1.01,615.05,419.03,-196.04
9829,-0.98,-2.26,0.24,0.19,0.23,-1.0,624.07,410.75,-192.46
9849,-0.98,-2.2,0.37,0.2,0.23,-1.02,615.45,399.76,-196.72
9869,-0.85,-2.2,0.24,0.19,0.23,-1.01,600.69,397.2,-199.26
9889,-1.1,-2.2,0.43,0.2,0.22,-1.01,615.31,406.65,-196.48
9909,-0.91,-2.13,0.3,0.2,0.22,-1.02,618.01,407.17,-180.51
9929,-1.04,-2.2,0.3,0.19,0.23,-1.01,611.05,397.1,-196.75
9949,-0.98,-2.2,0.24,0.2,0.22,-1.0,613.93,407.76,-204.41
10020,-0.98,-2.13,0.3,0.2,0.22,-1.0,607.99,406.55,-203.04
10031,-0.73,-2.13,0.3,0.2,0.21,-1.02,611.1,399.61,-203.32
10054,-0.91,-2.13,0.24,0.2,0.23,-1.02,609.17,415.07,-194.76
10074,-0.91,-2.2,0.37,0.2,0.22,-1.01,618.44,406.25,-205.86
10094,-0.98,-2.26,0.12,0.2,0.21,-1.01,606.44,410.65,-204.2
10114,-0.98,-2.13,0.24,0.21,0.22,-1.01,618.32,406.49,-199.19
10134,-0.85,-2.13,0.3,0.2,0.22,-1.01,621.37,394.44,-189.0
10154,-0.98,-2.26,0.18,0.2,0.22,-1.0,618.58,390.17,-194.44
10174,-0.85,-2.13,0.49,0.2,0.22,-1.01,615.35,402.61,-193.95
10194,-0.91,-2.2,0.3,0.19,0.22,-1.02,618.43,397.05,-194.19
10214,-0.91,-2.2,0.18,0.2,0.21,-1.0,621.43,400.88,-200.76
10234,-0.98,-2.2,0.24,0.2,0.22,-1.01,625.82,406.2,-203.31
10254,-0.85,-2.13,0.24,0.2,0.22,-1.01,604.89,409.5,-198.89
10274,-1.04,-2.13,0.37,0.2,0.23,-1.02,604.66,416.58,-193.31
10294,-0.91,-2.07,0.24,0.2,0.22,-1.01,610.8,406.83,-193.74
10314,-0.85,-2.13,0.24,0.2,0.22,-1.01,626.07,396.47,-206.32
10334,-0.85,-2.2,0.24,0.2,0.22,-1.0,630.17,415.56,-208.37
10354,-0.79,-2.2,0.37,0.2,0.22,-1.02,624.18,405.24,-192.66
10374,-0.98,-2.26,0.18,0.19,0.22,-1.01,600.2,416.66,-193.24
10394,-0.85,-2.2,0.24,0.19,0.23,-1.01,616.79,407.95,-197.78
10414,-0.98,-2.2,0.24,0.2,0.22,-1.01,613.57,417.74,-194.73
10434,-0.98,-2.32,-0.0,0.19,0.22,-1.01,622.72,409.16,-199.16
10454,-0.98,-2.2,0.3,0.2,0.23,-1.01,624.23,405.15,-195.33
10474,-0.98,-2.26,0.3,0.2,0.22,-1.0,630.17,406.36,-196.7
10494,-0.98,-2.2,0.24,0.2,0.22,-1.02,615.59,402.08,-208.63
10514,-1.04,-2.26,0.24,0.2,0.22,-1.02,606.44,405.39,-197.72
10534,-0.91,-2.2,0.43,0.19,0.23,-1.0,618.28,406.59,-196.52
10554,-0.91,-2.2,0.43,0.2,0.22,-1.0,617.14,397.97,-207.47
10574,-0.98,-2.13,0.3,0.2,0.23,-1.0,621.45,407.42,-209.86
10645,-1.04,-2.32,0.43,0.19,0.22,-1.01,618.08,416.22,-196.18
10660,-0.85,-2.2,0.18,0.21,0.22,-1.01,616.59,417.58,-197.44
10675,-0.79,-2.13,0.37,0.19,0.22,-1.01,615.26,406.74,-193.81
10704,-0.98,-2.26,0.3,0.2,0.22,-1.01,626.11,392.44,-203.79
10715,-0.91,-2.32,0.37,0.2,0.21,-1.02,616.97,400.97,-200.7
10744,-0.91,-2.13,0.24,0.2,0.22,-1.01,625.7,409.1,-199.21
10755,-0.91,-2.2,0.3,0.2,0.22,-1.01,616.8,405.29,-195.21
10784,-0.85,-2.13,0.3,0.2,0.22,-1.0,607.67,407.23,-184.36
10795,-1.04,-2.2,0.43,0.2,0.22,-1.01,609.26,414.87,-200.1
10824,-0.91,-2.26,0.24,0.2,0.22,-1.01,621.19,410.61,-197.75
10835,-0.98,-2.2,0.3,0.2,0.22,-1.01,613.98,405.01,-204.51
10864,-0.98,-2.2,0.37,0.2,0.22,-1.02,618.11,409.59,-189.75
10875,-0.85,-2.13,0.3,0.2,0.21,-1.01,610.99,409.05,-208.32
10904,-0.85,-2.26,0.37,0.2,0.21,-1.0,617.05,404.75,-209.89
10915,-1.04,-2.32,0.18,0.2,0.22,-1.02,633.08,409.06,-196.65
10944,-0.91,-2.2,0.3,0.2,0.22,-1.02,607.92,406.69,-199.03
10955,-0.91,-2.2,0.18,0.2,0.23,-1.01,622.88,399.62,-196.83
10984,-1.04,-2.2,0.3,0.2,0.22,-1.0,608.42,385.9,-203.77
10995,-0.91,-2.2,0.37,0.19,0.22,-1.01,618.03,416.32,-193.51
11024,-0.85,-2.26,0.43,0.19,0.22,-1.01,625.65,409.2,-196.54
11035,-0.98,-2.2,0.3,0.2,0.22,-1.02,616.58,408.38,-185.78
11064,-0.85,-2.13,0.37,0.2,0.22,-1.01,615.42,406.4,-203.15
11075,-0.85,-2.2,0.3,0.19,0.23,-1.02,624.2,410.46,-200.47
11104,-0.91,-2.26,0.18,0.2,0.22,-1.03,625.32,423.06,-193.38
11115,-0.85,-2.07,0.3,0.2,0.22,-1.0,613.86,407.91,-200.41
11144,-1.04,-2.32,0.43,0.19,0.22,-1.0,626.02,396.57,-203.65
11155,-0.91,-2.2,0.3,0.2,0.23,-1.01,615.29,400.1,-187.38
11184,-0.91,-2.13,0.3,0.2,0.22,-1.02,621.23,410.52,-200.42
11195,-0.98,-2.13,0.24,0.2,0.22,-1.01,631.46,414.64,-195.1
