Timestamp,Yaw,Pitch,Roll
372064,-25.7,-0.0,-0.0
372089,-25.4,-0.0,-0.0
372114,-25.2,-0.0,0.0
372139,-23.5,-1.0,-8.0
372164,-21.9,-1.9,-14.5
372189,-20.2,-2.6,-20.7
372214,-18.7,-3.2,-26.6
372239,-17.7,-3.9,-31.9
372264,-18.5,-4.6,-36.6
372289,-19.8,-5.3,-40.8
372314,-21.2,-5.9,-44.4
372339,-22.5,-6.5,-47.7
372364,-24.0,-6.8,-50.4
372389,-25.5,-7.1,-53.0
372414,-27.0,-7.4,-55.3
372439,-28.5,-7.6,-57.4
372464,-30.0,-7.7,-59.2
372489,-31.4,-8.0,-60.9
372514,-32.9,-8.3,-62.4
372539,-34.4,-8.7,-63.6
372564,-35.9,-8.9,-64.8
372589,-37.3,-8.9,-65.8
372614,-38.7,-8.7,-66.8
372639,-40.2,-8.6,-67.5
372664,-41.5,-8.4,-67.9
372689,-43.0,-8.4,-68.3
372714,-44.4,-8.5,-68.6
372739,-45.8,-8.6,-68.9
372764,-47.2,-8.7,-69.3
372789,-48.5,-8.5,-69.7
372814,-49.9,-8.4,-69.9
372839,-51.3,-8.3,-70.0
372864,-52.6,-8.2,-70.2
372889,-53.9,-8.2,-70.4
372914,-55.1,-8.2,-70.7
372939,-56.3,-8.2,-70.9
372964,-57.4,-8.1,-71.0
372989,-58.6,-8.2,-71.1
373014,-59.8,-8.2,-71.1
373039,-61.0,-8.3,-71.1
373064,-62.1,-8.6,-71.0
373089,-63.1,-8.8,-71.1
373114,-64.2,-9.0,-71.1
373139,-66.1,-9.0,-71.6
373164,-67.6,-8.9,-71.5
373189,-68.5,-8.8,-71.4
373214,-69.5,-8.8,-71.5
373239,-70.5,-8.8,-71.7
373264,-71.5,-8.9,-72.0
373289,-72.3,-9.1,-72.3
373314,-73.1,-9.2,-72.5
373339,-73.8,-9.2,-72.8
373364,-74.4,-9.0,-73.1
373389,-75.0,-8.8,-73.2
373414,-75.5,-8.5,-73.3
373439,-76.1,-8.4,-73.2
373464,-76.8,-8.1,-73.0
373489,-77.4,-8.1,-72.9
373514,-78.2,-8.0,-72.7
373539,-78.9,-7.9,-72.5
373564,-79.6,-8.0,-72.3
373589,-80.4,-8.1,-72.0
373614,-81.1,-8.3,-71.9
373639,-81.8,-8.4,-71.8
373664,-82.5,-8.6,-71.6
373689,-83.2,-8.7,-71.5
373714,-83.8,-8.8,-71.7
373739,-84.2,-8.9,-71.8
373764,-84.8,-9.1,-71.8
373789,-85.3,-9.2,-71.9
373814,-85.8,-9.4,-71.9
373839,-86.2,-9.5,-72.1
373864,-86.6,-9.6,-72.2
373889,-86.9,-9.6,-72.3
373914,-87.2,-9.5,-72.3
373939,-87.5,-9.3,-72.4
373964,-87.9,-8.9,-72.6
373989,-88.1,-8.5,-72.7
374014,-88.4,-8.3,-72.8
374039,-88.7,-8.2,-73.0
374064,-89.0,-8.1,-73.1
374089,-89.3,-7.9,-73.3
374114,-89.7,-7.8,-73.3
374139,-90.1,-7.7,-73.0
374164,-90.6,-7.8,-72.6
374189,-91.5,-8.2,-72.3
374214,-92.3,-8.3,-72.4
374239,-92.6,-8.4,-72.2
374264,-92.9,-8.5,-72.3
374289,-93.1,-8.6,-72.3
374314,-93.4,-8.7,-72.4
374339,-93.5,-8.8,-72.3
374364,-93.8,-8.8,-72.3
374389,-93.9,-8.9,-72.4
374414,-94.1,-8.9,-72.5
374439,-94.2,-9.0,-72.7
374464,-94.3,-9.0,-72.7
374489,-94.3,-9.0,-72.9
374514,-94.4,-8.9,-72.8
374539,-94.6,-8.8,-72.8
374564,-94.7,-8.7,-72.8
374589,-94.9,-8.6,-72.6
374614,-95.1,-8.6,-72.5
374639,-95.2,-8.5,-72.4
374664,-95.4,-8.6,-72.3
374689,-95.6,-8.6,-72.4
374714,-95.7,-8.6,-72.4
374739,-95.8,-8.6,-72.5
374764,-95.9,-8.5,-72.5
374789,-96.0,-8.6,-72.5
374814,-96.1,-8.7,-72.6
374839,-96.1,-8.6,-72.8
374864,-96.2,-8.5,-72.9
374889,-96.3,-8.3,-72.9
374914,-96.4,-8.1,-72.7
374939,-96.4,-8.1,-72.5
374964,-96.6,-8.3,-72.3
374989,-96.7,-8.5,-72.1
375014,-96.9,-8.8,-72.2
375039,-97.0,-8.9,-72.1
375064,-97.0,-8.9,-72.1
375089,-97.0,-8.8,-72.2
375114,-97.1,-8.7,-72.3
375139,-97.2,-8.6,-72.2
375164,-97.3,-8.6,-72.1
375189,-97.4,-8.7,-72.2
375214,-97.5,-8.7,-72.3
375239,-97.7,-8.7,-72.6
375264,-97.9,-8.7,-72.6
375289,-97.9,-8.7,-72.7
375314,-97.9,-8.7,-72.8
375339,-97.9,-8.7,-72.9
375364,-98.0,-8.8,-72.9
375389,-98.1,-8.7,-72.8
375414,-98.1,-8.7,-72.7
375439,-98.1,-8.8,-72.4
375464,-98.1,-8.7,-72.4
375489,-98.1,-8.7,-72.5
375514,-98.1,-8.8,-72.7
375539,-98.2,-8.8,-72.7
375564,-98.2,-8.8,-72.6
375589,-98.3,-8.7,-72.5
375614,-98.3,-8.8,-72.5
375639,-98.3,-8.9,-72.3
375664,-98.3,-9.0,-72.2
375689,-98.4,-9.0,-72.2
375714,-98.5,-9.0,-72.1
375739,-98.5,-9.0,-72.0
375764,-98.5,-9.0,-72.0
375789,-98.6,-9.0,-71.9
375814,-98.7,-8.9,-71.8
375839,-98.7,-8.9,-71.9
375864,-98.7,-8.8,-72.0
375889,-98.8,-8.7,-72.0
375914,-98.8,-8.8,-72.1
375939,-98.9,-8.8,-72.1
375964,-98.9,-8.7,-72.2
375989,-98.9,-8.8,-72.2
376014,-99.0,-8.8,-72.3
376039,-99.0,-8.8,-72.4
376064,-99.0,-8.6,-72.4
376089,-99.1,-8.6,-72.3
376114,-99.1,-8.6,-72.2
376139,-99.2,-8.7,-72.2
376164,-99.3,-8.9,-72.2
376189,-99.3,-9.1,-72.1
376214,-99.4,-9.1,-72.2
376239,-99.4,-9.2,-72.3
376264,-99.4,-9.1,-72.4
376289,-99.5,-9.0,-72.3
376314,-99.5,-9.0,-72.4
376339,-99.6,-8.8,-72.4
376364,-99.7,-8.8,-72.3
376389,-99.8,-8.8,-72.0
376414,-100.2,-8.8,-71.7
376439,-100.4,-8.7,-71.6
376464,-100.6,-8.7,-71.6
376489,-100.9,-8.8,-71.4
376514,-101.4,-9.0,-71.1
376539,-101.9,-9.2,-70.7
376564,-102.7,-9.0,-70.5
376589,-103.1,-8.5,-70.7
376614,-103.2,-7.9,-71.1
376639,-103.0,-7.0,-72.6
376664,-102.3,-6.0,-75.7
376689,-100.9,-5.2,-80.2
376714,-98.9,-4.8,-85.7
376739,-95.7,-5.0,-92.7
376764,-92.3,-5.3,-98.8
376789,-88.9,-6.1,-104.9
376814,-85.5,-7.8,-109.1
376839,-82.3,-9.5,-112.6
376864,-79.4,-12.0,-114.3
376889,-77.1,-14.9,-114.1
376914,-75.7,-17.2,-111.8
376939,-74.6,-16.5,-108.7
376964,-73.7,-14.6,-105.9
376989,-73.1,-13.0,-103.5
377014,-73.6,-10.9,-100.4
377039,-75.3,-8.5,-96.7
377064,-79.4,-6.0,-92.3
377089,-85.3,-3.1,-87.8
377114,-92.9,0.7,-84.1
377139,-101.0,4.8,-81.6
377164,-108.8,8.0,-80.0
377189,-115.5,8.5,-78.5
377214,-120.6,7.4,-77.2
377239,-124.8,7.6,-76.4
377264,-128.7,6.8,-76.9
377289,-132.6,5.0,-78.9
377314,-125.2,-4.1,-92.4
377339,-115.1,-6.5,-105.5
377364,-107.1,-5.0,-111.8
377389,-99.2,-3.3,-116.7
377414,-92.5,-1.7,-121.9
377439,-86.4,0.2,-126.9
377464,-82.1,2.1,-130.3
377489,-78.5,3.6,-130.8
377514,-78.9,4.5,-127.9
377539,-79.9,6.4,-124.5
377564,-82.5,9.5,-120.6
377589,-85.4,11.7,-117.6
377614,-90.2,12.9,-114.2
377639,-95.4,13.4,-110.4
377664,-100.2,13.6,-107.5
377689,-105.2,12.2,-107.6
377714,-108.3,9.9,-108.4
377739,-111.1,9.0,-108.4
377764,-112.0,6.9,-109.3
377789,-112.5,3.5,-113.5
377814,-109.9,-0.2,-118.9
377839,-106.5,-2.3,-121.7
377864,-102.3,-3.2,-126.1
377889,-98.1,-3.2,-130.6
377914,-95.9,-0.8,-134.6
377939,-94.5,2.7,-138.3
377964,-95.4,8.9,-141.0
377989,-97.0,15.4,-143.5
378014,-99.6,20.7,-145.6
378039,-102.0,23.9,-147.0
378064,-103.9,24.1,-149.0
378089,-106.2,25.3,-152.3
378114,-107.7,26.3,-154.8
378139,-109.2,27.8,-157.5
378164,-110.2,29.0,-159.1
378189,-111.2,29.9,-160.5
378214,-111.7,29.7,-161.1
378239,-111.9,30.5,-160.9
378264,-112.1,30.9,-161.1
378289,-112.0,30.8,-160.7
378314,-111.1,29.5,-161.4
378339,-110.3,29.1,-162.2
378364,-110.2,28.1,-163.3
378389,-110.2,26.5,-165.2
378414,-109.4,23.9,-167.0
378439,-108.4,19.6,-169.2
378464,-106.2,16.7,-171.0
378489,-103.7,14.3,-172.1
378514,-101.4,12.8,-172.6
378539,-99.0,11.6,-173.6
378564,-97.4,11.3,-173.2
378589,-96.1,11.0,-172.9
378614,-95.8,10.7,-172.3
378639,-95.5,10.2,-172.1
378664,-96.9,11.5,-173.0
378689,-97.9,10.3,-172.4
378714,-97.0,6.6,-173.2
378739,-95.7,4.6,-174.0
378764,-96.2,6.5,-175.2
378789,-97.5,9.4,-177.5
378814,-99.4,10.9,-178.4
378839,-100.6,11.6,-177.0
378864,-98.8,9.6,-176.2
378889,-96.2,9.9,-174.6
378914,-93.8,8.6,-171.3
378939,-92.0,9.5,-169.8
378964,-92.1,10.2,-168.7
378989,-92.0,10.4,-167.9
379014,-92.0,9.9,-168.0
379039,-92.0,9.7,-168.2
379064,-92.1,9.8,-168.1
379089,-92.4,9.9,-168.7
379114,-92.9,10.1,-168.8
379139,-93.4,10.1,-169.4
379164,-93.8,10.2,-169.8
379189,-94.2,9.8,-170.2
379214,-94.1,9.7,-170.6
379239,-94.0,9.0,-170.8
379264,-93.8,8.3,-171.3
379289,-93.5,8.8,-171.3
379314,-93.4,9.4,-171.2
379339,-95.0,10.4,-172.1
379364,-95.7,10.6,-172.3
