Timestamp,Yaw,Pitch,Roll
632252,-142.4,3.7,86.0
632277,-144.3,3.1,89.9
632302,-143.1,2.9,88.3
632327,-142.0,2.7,86.8
632352,-140.8,2.5,85.5
632377,-139.7,2.4,84.4
632402,-138.5,2.2,83.4
632427,-137.4,2.1,82.4
632452,-136.4,1.9,81.6
632477,-135.3,1.8,81.0
632502,-134.2,1.7,80.3
632527,-133.2,1.6,79.7
632552,-132.2,1.5,79.3
632577,-131.2,1.4,78.9
632602,-130.2,1.3,78.5
632627,-129.2,1.2,78.2
632652,-128.3,1.2,77.9
632677,-127.5,1.2,77.7
632702,-126.7,1.1,77.5
632727,-125.8,1.1,77.3
632752,-125.0,1.0,77.2
632777,-124.1,1.0,77.0
632802,-123.3,1.0,76.8
632827,-122.5,1.0,76.7
632852,-121.7,1.0,76.6
632877,-121.0,1.0,76.4
632902,-120.3,1.0,76.3
632927,-119.7,0.9,76.1
632952,-119.1,0.9,76.1
632977,-118.4,0.9,76.0
633002,-117.9,0.9,76.1
633027,-117.3,0.9,76.0
633052,-116.7,0.9,75.9
633077,-116.2,0.9,75.9
633102,-115.6,0.9,75.8
633127,-115.1,0.9,75.8
633152,-114.6,0.8,75.7
633177,-114.2,0.8,75.7
633202,-113.7,0.8,75.8
633227,-113.2,0.8,75.8
633252,-112.8,0.8,75.8
633277,-112.4,0.8,75.7
633302,-111.9,0.8,75.7
633327,-111.5,0.8,75.7
633352,-111.0,0.8,75.8
633377,-110.3,0.8,75.9
633402,-109.7,0.9,75.8
633427,-109.4,0.9,75.9
633452,-109.1,0.8,75.9
633477,-108.8,0.8,75.9
633502,-108.4,0.7,75.9
633527,-108.1,0.7,76.0
633552,-107.7,0.7,76.1
633577,-107.5,0.7,76.1
633602,-107.2,0.6,76.0
633627,-107.0,0.7,76.0
633652,-106.7,0.8,76.1
633677,-106.4,0.7,76.1
633702,-106.1,0.7,76.1
633727,-105.8,0.7,76.2
633752,-105.5,0.7,76.1
633777,-105.4,0.7,76.0
633802,-105.2,0.8,76.2
