Timestamp,Yaw,Pitch,Roll
632252,-128.4,0.4,92.4
632277,-128.9,4.3,89.0
632302,-126.5,3.0,90.0
632327,-124.2,1.5,90.7
632352,-121.8,-0.1,91.3
632377,-119.3,-1.1,91.9
632402,-116.9,-1.9,92.4
632427,-114.5,-2.8,93.0
632452,-112.4,-3.2,93.6
632477,-110.5,-3.3,94.2
632502,-108.9,-3.1,94.9
632527,-107.4,-3.0,95.5
632552,-106.3,-2.7,96.1
632577,-105.2,-2.6,96.6
632602,-104.3,-2.5,97.1
632627,-103.4,-2.7,97.3
632652,-102.5,-2.9,97.5
632677,-101.6,-3.1,97.6
632702,-100.7,-3.4,97.8
632727,-99.9,-3.6,97.9
632752,-99.0,-3.7,98.1
632777,-98.2,-3.8,98.2
632802,-97.0,-4.0,98.4
632827,-96.0,-4.0,98.5
632852,-95.3,-4.1,98.6
632877,-94.5,-4.1,98.7
632902,-93.7,-4.2,98.6
632927,-93.1,-4.2,98.5
632952,-92.4,-4.1,98.5
632977,-91.8,-4.2,98.4
633002,-91.1,-4.2,98.5
633027,-90.5,-4.2,98.5
633052,-89.8,-4.3,98.4
633077,-89.2,-4.4,98.4
633102,-88.6,-4.4,98.4
633127,-88.1,-4.4,98.4
633152,-87.6,-4.4,98.4
633177,-87.1,-4.4,98.4
633202,-86.6,-4.3,98.4
633227,-86.2,-4.3,98.4
633252,-85.7,-4.3,98.4
633277,-85.3,-4.3,98.4
633302,-84.8,-4.3,98.3
633327,-84.5,-4.3,98.4
633352,-83.8,-4.2,98.3
633377,-83.2,-4.2,98.4
633402,-82.9,-4.1,98.3
633427,-82.6,-4.0,98.3
633452,-82.3,-4.0,98.4
633477,-81.9,-3.9,98.3
633502,-81.6,-4.0,98.4
633527,-81.3,-3.9,98.4
633552,-81.0,-3.9,98.3
633577,-80.7,-4.0,98.4
633602,-80.4,-4.1,98.3
633627,-80.1,-4.2,98.3
633652,-79.8,-4.1,98.4
633677,-79.5,-4.2,98.4
633702,-79.2,-4.1,98.4
633727,-79.0,-4.2,98.3
633752,-78.7,-4.2,98.2
633777,-78.5,-4.2,98.2
633802,-78.2,-4.1,98.1
633827,-77.9,-4.1,98.3
633852,-77.7,-4.2,98.3
633877,-77.4,-4.2,98.4
633902,-77.1,-4.1,98.6
633927,-76.7,-4.1,98.7
633952,-76.6,-4.1,98.7
633977,-76.3,-4.1,98.6
634002,-76.1,-4.1,98.5
634027,-75.9,-4.2,98.5
634052,-75.7,-4.3,98.5
634077,-75.6,-4.2,98.4
634102,-75.4,-4.2,98.5
634127,-75.2,-4.2,98.5
634152,-75.2,-4.1,98.5
634177,-75.0,-4.1,98.5
634202,-74.9,-4.1,98.6
634227,-74.8,-4.1,98.6
634252,-74.7,-4.1,98.5
634277,-74.5,-4.2,98.5
634302,-74.3,-4.2,98.5
634327,-74.3,-4.3,98.6
634352,-74.1,-4.3,98.5
634377,-74.0,-4.2,98.5
634402,-73.9,-4.2,98.6
