



1443711,-141.8,-0.0,0.0
1443736,-141.8,-0.0,0.0
1443761,-141.8,-0.0,0.0
1443786,-140.7,-0.2,8.4
1443811,-139.8,-0.3,15.1
1443836,-138.9,-0.4,21.5
1443861,-137.9,-0.5,27.6
1443886,-137.0,-0.5,33.2
1443911,-136.2,-0.5,38.4
1443936,-135.2,-0.5,43.3
1443961,-134.3,-0.4,47.5
1443986,-133.5,-0.4,51.4
1444011,-132.7,-0.4,54.8
1444036,-131.9,-0.4,57.7
1444061,-131.2,-0.4,60.4
1444086,-130.5,-0.3,62.6
1444111,-129.8,-0.2,64.8
1444136,-129.0,-0.2,66.8
1444161,-128.3,-0.1,68.6
1444186,-127.6,-0.1,69.8
1444211,-127.0,0.0,70.9
1444236,-126.3,0.0,71.8
1444261,-125.7,0.0,72.7
1444286,-125.1,0.1,73.4
1444311,-124.5,0.2,73.9
1444336,-123.9,0.2,74.7
1444361,-123.4,0.2,75.1
1444386,-122.9,0.3,75.5
1444411,-122.4,0.3,76.1
1444436,-121.9,0.3,76.5
1444461,-121.4,0.3,76.8
1444486,-121.0,0.3,77.0
1444511,-120.6,0.2,77.1
1444536,-120.2,0.3,77.2
1444561,-119.8,0.3,77.4
1444586,-119.4,0.3,77.4
1444611,-118.9,0.3,77.2
1444636,-118.5,0.3,77.2
1444661,-118.2,0.3,77.1
1444686,-117.8,0.3,77.0
1444711,-117.4,0.3,76.9
1444736,-117.1,0.3,77.0
1444761,-116.5,0.5,76.9
1444786,-116.1,0.4,76.7
1444811,-115.8,0.4,76.8
1444836,-115.6,0.3,76.8
1444861,-115.3,0.3,76.8
1444886,-115.0,0.3,76.8
1444911,-114.8,0.3,76.8
1444936,-114.6,0.3,76.7
1444961,-114.4,0.3,76.5
1444986,-114.1,0.3,76.5
1445011,-113.9,0.2,76.3
1445036,-113.7,0.2,76.3
1445061,-113.5,0.2,76.3
1445086,-113.3,0.2,76.3
1445111,-113.1,0.2,76.2
1445136,-112.9,0.2,76.2
1445161,-112.7,0.1,76.4
1445186,-112.6,0.1,76.4
1445211,-112.4,0.2,76.4
1445236,-112.2,0.2,76.4
1445261,-112.0,0.1,76.5
1445286,-111.7,0.2,76.5
1445311,-111.6,0.2,76.6
1445336,-111.5,0.2,76.6
1445361,-111.3,0.3,76.7
1445386,-111.2,0.3,76.7
1445411,-111.1,0.3,76.7
1445436,-110.9,0.2,76.8
1445461,-110.7,0.3,76.8
1445486,-110.6,0.3,76.9
1445511,-110.4,0.2,76.9
1445536,-110.3,0.3,77.0
1445561,-110.2,0.4,77.2
1445586,-110.2,0.3,77.2
1445611,-110.0,0.3,77.2
1445636,-109.9,0.3,77.4
1445661,-109.9,0.4,77.5
1445686,-109.7,0.5,77.6
1445711,-109.6,0.5,77.7
1445736,-109.5,0.5,77.8
1445761,-109.3,0.5,77.8
1445786,-109.2,0.5,77.9
1445811,-109.0,0.5,77.8
1445836,-108.8,0.4,78.1
1445861,-108.7,0.4,78.1
1445886,-108.7,0.4,78.2
1445911,-108.7,0.3,78.3
1445936,-108.6,0.3,78.4
1445961,-108.6,0.3,78.4
1445986,-108.4,0.3,78.4
1446011,-108.4,0.3,78.3
1446036,-108.5,0.2,78.2
1446061,-108.4,0.2,78.2
1446086,-108.2,0.2,78.1
1446111,-108.1,0.3,78.3
1446136,-108.0,0.3,78.5
1446161,-107.9,0.3,78.5
1446186,-107.8,0.3,78.5
1446211,-107.7,0.3,78.6
1446236,-107.6,0.4,78.7
1446261,-107.5,0.4,78.6
1446286,-107.4,0.4,78.7
1446311,-107.4,0.4,78.7
1446336,-107.4,0.5,78.7
1446361,-107.4,0.4,78.7
1446386,-107.4,0.3,78.8
1446411,-107.3,0.2,78.7
1446436,-107.2,0.2,78.7
1446461,-107.2,0.2,78.6
1446486,-107.2,0.2,78.5
1446511,-107.3,0.3,78.6
1446536,-107.3,0.2,78.6
1446561,-107.4,0.2,78.7
1446586,-107.3,0.2,78.7
1446611,-107.2,0.3,78.8
1446636,-107.2,0.3,78.7
1446661,-107.2,0.3,78.7
1446686,-107.1,0.3,78.6
1446711,-107.1,0.3,78.7
1446736,-107.1,0.4,78.6
1446761,-107.1,0.3,78.6
1446786,-107.0,0.3,78.4
1446811,-106.9,0.4,78.3
1446836,-106.9,0.4,78.0
1446861,-106.9,0.5,78.5
1446886,-106.8,0.6,78.2
1446911,-106.9,0.6,78.1
1446936,-106.9,0.6,78.0
1446961,-106.9,0.5,77.9
1446986,-106.9,0.5,77.8
1447011,-106.9,0.5,77.7
1447036,-106.8,0.5,77.8
1447061,-106.8,0.5,77.7
1447086,-106.8,0.5,77.8
1447111,-106.8,0.4,77.9
1447136,-106.7,0.4,77.9
1447161,-106.7,0.4,77.9
1447186,-106.6,0.5,77.9
1447211,-106.5,0.5,77.9
1447236,-106.5,0.6,78.0
1447261,-106.4,0.6,78.0
1447286,-106.5,0.7,77.9
1447311,-106.4,0.6,77.8
1447336,-106.4,0.5,78.0
1447361,-106.4,0.4,77.9
1447386,-106.3,0.3,78.1
1447411,-106.3,0.3,78.4
1447436,-106.3,0.1,78.5
1447461,-106.2,0.0,78.8
1447486,-106.2,-0.1,78.9
1447511,-106.2,-0.1,79.0
1447536,-106.0,-0.1,79.0
1447561,-106.0,-0.1,79.0
1447586,-105.9,-0.2,78.9
1447611,-105.9,-0.2,79.0
1447636,-105.8,-0.2,79.1
1447661,-105.7,-0.2,79.4
1447686,-105.7,-0.1,79.4
1447711,-105.9,-0.1,79.4
1447736,-105.9,-0.1,79.4
1447761,-105.9,-0.1,79.5
1447786,-105.8,-0.1,79.5
1447811,-105.8,-0.0,79.5
1447836,-105.8,-0.1,79.6
1447861,-105.7,-0.0,79.7
1447886,-105.7,-0.2,80.0
1447911,-105.6,-0.2,80.0
1447936,-105.6,-0.2,79.9
1447961,-105.5,-0.3,80.0
1447986,-105.6,-0.3,80.0
1448011,-105.5,-0.2,79.9
1448036,-105.4,-0.2,79.8
1448061,-105.5,-0.3,79.9
1448086,-105.4,-0.3,79.9
1448111,-105.4,-0.3,80.0
1448136,-105.3,-0.4,80.0
1448161,-105.2,-0.4,80.0
1448186,-105.2,-0.4,79.9
1448211,-105.2,-0.4,79.9
1448236,-105.2,-0.5,79.8
1448261,-105.1,-0.5,79.8
1448286,-105.0,-0.6,79.9
1448311,-104.9,-0.5,79.8
1448336,-104.9,-0.5,79.7
1448361,-104.8,-0.5,79.7
1448386,-104.8,-0.5,79.7
1448411,-104.8,-0.4,79.6
1448436,-104.7,-0.3,79.5
1448461,-104.5,-0.2,79.6
1448486,-104.5,-0.1,79.6
1448511,-104.4,-0.1,79.6
1448536,-104.3,-0.1,79.7
1448561,-104.3,-0.1,79.7
1448586,-104.1,-0.0,79.7
1448611,-103.9,-0.0,79.7
1448636,-103.6,-0.0,79.8
1448661,-103.4,-0.1,79.9
1448686,-103.1,-0.1,80.1
1448711,-102.8,-0.2,80.1
1448736,-102.4,-0.3,80.3
1448761,-101.9,-0.3,80.5
1448786,-101.4,-0.3,80.6
1448811,-100.9,-0.3,80.8
1448836,-100.4,-0.3,80.9
1448861,-99.9,-0.4,81.1
1448886,-98.6,-0.4,81.7
1448911,-97.5,-1.0,81.9
1448936,-96.8,-1.2,82.2
1448961,-96.2,-1.6,82.4
1448986,-95.6,-1.8,82.6
1449011,-95.1,-2.1,82.6
1449036,-94.6,-2.5,82.7
1449061,-94.0,-2.7,82.9
1449086,-93.4,-3.1,82.9
1449111,-92.9,-3.3,82.7
1449136,-92.5,-3.6,82.2
1449161,-92.1,-3.9,82.2
1449186,-91.8,-4.2,82.0
1449211,-91.5,-4.4,81.9
1449236,-91.3,-4.6,81.8
1449261,-91.1,-4.6,81.7
1449286,-90.9,-4.8,81.5
1449311,-90.7,-4.9,81.2
1449336,-90.6,-4.7,80.7
1449361,-90.4,-4.7,80.1
1449386,-90.4,-4.9,80.0
1449411,-90.5,-5.3,80.7
1449436,-90.6,-5.5,81.2
1449461,-90.9,-5.5,81.3
1449486,-91.1,-5.7,81.1
1449511,-91.2,-6.0,81.0
1449536,-91.2,-6.3,80.9
1449561,-91.3,-6.7,80.8
1449586,-91.4,-6.7,80.8
1449611,-91.5,-6.6,80.9
1449636,-91.6,-6.3,81.2
1449661,-91.4,-6.0,81.2
1449686,-91.1,-5.6,81.1
1449711,-90.9,-5.1,81.0
1449736,-90.9,-4.6,81.0
1449761,-90.8,-4.3,81.1
1449786,-90.9,-3.7,81.4
1449811,-90.8,-3.3,81.6
1449836,-90.6,-2.9,81.4
1449861,-90.5,-2.4,80.9
1449886,-90.5,-1.9,80.4
1449911,-90.6,-1.4,80.4
1449936,-90.9,-0.3,80.0
1449961,-91.1,0.2,79.9
1449986,-91.1,0.5,79.8
1450011,-91.3,0.9,79.7
1450036,-91.5,1.2,79.7
1450061,-91.7,1.5,79.6
1450086,-91.8,1.6,79.5
1450111,-92.0,1.6,79.4
1450136,-92.1,1.7,79.4
1450161,-92.3,1.7,79.2
1450186,-92.3,1.6,79.0
1450211,-92.3,1.5,78.9
1450236,-92.4,1.4,78.7
1450261,-92.4,1.3,78.6
1450286,-92.3,1.2,78.4
1450311,-92.2,1.0,78.3
1450336,-92.1,0.8,78.6
1450361,-92.1,0.6,78.7
1450386,-92.0,0.4,78.6
1450411,-92.0,0.4,78.4
1450436,-91.9,0.2,78.3
1450461,-91.7,-0.1,77.9
1450486,-91.7,-0.3,77.8
1450511,-91.7,-0.5,77.9
1450536,-91.5,-0.6,78.1
1450561,-91.5,-0.7,78.0
1450586,-91.4,-0.7,78.0
1450611,-91.5,-0.7,78.0
1450636,-91.4,-0.6,78.1
1450661,-91.6,-0.5,78.2
1450686,-91.9,-0.5,78.4
1450711,-92.0,-0.5,78.5
1450736,-92.1,-0.5,78.6
1450761,-92.3,-0.5,78.7
1450786,-92.6,-0.4,78.7
1450811,-92.8,-0.2,78.6
1450836,-93.1,0.0,78.9
1450861,-93.4,0.4,79.2
1450886,-93.6,0.7,79.9
1450911,-94.0,1.4,80.1
1450936,-94.0,1.8,80.3
1450961,-93.9,1.8,80.2
1450986,-93.5,1.7,80.1
1451011,-91.8,1.4,79.8
1451036,-90.7,2.1,78.9
1451061,-89.9,2.7,78.5
1451086,-89.0,3.1,78.1
1451111,-88.0,3.5,77.7
1451136,-86.9,3.7,77.5
1451161,-85.9,3.9,77.7
1451186,-84.8,4.0,77.7
1451211,-83.7,4.0,78.1
1451236,-82.5,3.6,78.3
1451261,-81.3,3.3,78.7
1451286,-80.3,3.1,78.9
1451311,-79.3,2.8,79.2
1451336,-78.3,2.8,79.6
1451361,-77.3,2.9,79.9
1451386,-76.4,2.7,80.0
1451411,-75.4,2.1,80.1
1451436,-74.1,1.3,80.3
1451461,-72.7,0.4,80.5
1451486,-71.2,-0.2,80.8
1451511,-69.5,-0.9,81.1
1451536,-67.7,-1.8,81.7
1451561,-65.8,-2.8,82.6
1451586,-63.7,-3.5,83.3
1451611,-61.8,-4.1,83.6
1451636,-59.6,-4.9,84.1
1451661,-57.2,-5.5,84.4
1451686,-54.8,-6.2,84.2
1451711,-52.2,-6.8,83.9
1451736,-49.8,-7.0,83.6
1451761,-47.7,-7.1,83.6
1451786,-45.5,-6.9,83.5
1451811,-43.5,-6.7,83.3
1451836,-41.6,-6.3,83.3
1451861,-39.8,-6.0,83.4
1451886,-38.0,-5.9,83.3
